id_cidade;nm_cidade;uf
811;Padre Marcos;PI
812;Paes Landim;PI
813;Pajeú do Piauí;PI
814;Palmeira do Piauí;PI
815;Palmeirais;PI
816;Paquetá;PI
817;Parnaguá;PI
818;Parnaíba;PI
819;Passagem Franca do Piauí;PI
820;Patos do Piauí;PI
821;Pau D'Arco do Piauí;PI
822;Paulistana;PI
823;Pavussu;PI
824;Pedro II;PI
825;Pedro Laurentino;PI
826;Nova Santa Rita;PI
827;Picos;PI
828;Pimenteiras;PI
829;Pio IX;PI
830;Piracuruca;PI
831;Piripiri;PI
832;Porto;PI
833;Porto Alegre do Piauí;PI
834;Prata do Piauí;PI
835;Queimada Nova;PI
836;Redenção do Gurguéia;PI
837;Regeneração;PI
838;Riacho Frio;PI
839;Ribeira do Piauí;PI
840;Ribeiro Gonçalves;PI
841;Rio Grande do Piauí;PI
842;Santa Cruz do Piauí;PI
843;Santa Cruz dos Milagres;PI
844;Santa Filomena;PI
845;Santa Luz;PI
846;Santana do Piauí;PI
847;Santa Rosa do Piauí;PI
848;Santo Antônio de Lisboa;PI
849;Santo Antônio dos Milagres;PI
850;Santo Inácio do Piauí;PI
851;São Braz do Piauí;PI
852;São Félix do Piauí;PI
853;São Francisco de Assis do Piauí;PI
854;São Francisco do Piauí;PI
855;São Gonçalo do Gurguéia;PI
856;São Gonçalo do Piauí;PI
857;São João da Canabrava;PI
858;São João da Fronteira;PI
859;São João da Serra;PI
860;São João da Varjota;PI
861;São João do Arraial;PI
862;São João do Piauí;PI
863;São José do Divino;PI
864;São José do Peixe;PI
865;São José do Piauí;PI
866;São Julião;PI
867;São Lourenço do Piauí;PI
868;São Luis do Piauí;PI
869;São Miguel da Baixa Grande;PI
870;São Miguel do Fidalgo;PI
871;São Miguel do Tapuio;PI
872;São Pedro do Piauí;PI
873;São Raimundo Nonato;PI
874;Sebastião Barros;PI
875;Sebastião Leal;PI
876;Sigefredo Pacheco;PI
877;Simões;PI
878;Simplício Mendes;PI
879;Socorro do Piauí;PI
880;Sussuapara;PI
881;Tamboril do Piauí;PI
882;Tanque do Piauí;PI
883;Teresina;PI
884;União;PI
885;Uruçuí;PI
886;Valença do Piauí;PI
887;Várzea Branca;PI
888;Várzea Grande;PI
889;Vera Mendes;PI
890;Vila Nova do Piauí;PI
891;Wall Ferraz;PI
