id_cidade;nm_cidade;uf
635;São José dos Basílios;MA
636;São Luís;MA
637;São Luís Gonzaga do Maranhão;MA
638;São Mateus do Maranhão;MA
639;São Pedro da Água Branca;MA
640;São Pedro dos Crentes;MA
641;São Raimundo das Mangabeiras;MA
642;São Raimundo do Doca Bezerra;MA
643;São Roberto;MA
644;São Vicente Ferrer;MA
645;Satubinha;MA
646;Senador Alexandre Costa;MA
647;Senador La Rocque;MA
648;Serrano do Maranhão;MA
649;Sítio Novo;MA
650;Sucupira do Norte;MA
651;Sucupira do Riachão;MA
652;Tasso Fragoso;MA
653;Timbiras;MA
654;Timon;MA
655;Trizidela do Vale;MA
656;Tufilândia;MA
657;Tuntum;MA
658;Turiaçu;MA
659;Turilândia;MA
660;Tutóia;MA
661;Urbano Santos;MA
662;Vargem Grande;MA
663;Viana;MA
664;Vila Nova dos Martírios;MA
665;Vitória do Mearim;MA
666;Vitorino Freire;MA
667;Zé Doca;MA
